cycle,trend,date
407.94,408.58,2018-11-08
408.0,408.59,2018-11-09
408.07,408.59,2018-11-10
408.13,408.6,2018-11-11
408.19,408.61,2018-11-12
408.24,408.61,2018-11-13
408.3,408.62,2018-11-14
408.36,408.63,2018-11-15
408.42,408.63,2018-11-16
408.47,408.64,2018-11-17
408.52,408.65,2018-11-18
408.58,408.66,2018-11-19
408.63,408.66,2018-11-20
408.68,408.67,2018-11-21
408.73,408.68,2018-11-22
408.78,408.68,2018-11-23
408.83,408.69,2018-11-24
408.88,408.7,2018-11-25
408.92,408.7,2018-11-26
408.97,408.71,2018-11-27
409.01,408.72,2018-11-28
409.06,408.72,2018-11-29
409.1,408.73,2018-11-30
409.14,408.74,2018-12-01
409.18,408.75,2018-12-02
409.22,408.75,2018-12-03
409.26,408.76,2018-12-04
409.3,408.77,2018-12-05
409.34,408.77,2018-12-06
409.37,408.78,2018-12-07
409.41,408.79,2018-12-08
409.44,408.79,2018-12-09
409.48,408.8,2018-12-10
409.51,408.81,2018-12-11
409.54,408.82,2018-12-12
409.57,408.82,2018-12-13
409.6,408.83,2018-12-14
409.63,408.84,2018-12-15
409.66,408.84,2018-12-16
409.69,408.85,2018-12-17
409.72,408.86,2018-12-18
409.75,408.87,2018-12-19
409.77,408.87,2018-12-20
409.8,408.88,2018-12-21
409.83,408.89,2018-12-22
409.85,408.89,2018-12-23
409.88,408.9,2018-12-24
409.9,408.91,2018-12-25
409.93,408.91,2018-12-26
409.95,408.92,2018-12-27
409.97,408.93,2018-12-28
410.0,408.94,2018-12-29
410.02,408.94,2018-12-30
410.04,408.95,2018-12-31
410.07,408.96,2019-01-01
410.09,408.96,2019-01-02
410.11,408.97,2019-01-03
410.13,408.98,2019-01-04
410.16,408.99,2019-01-05
410.18,408.99,2019-01-06
410.2,409.0,2019-01-07
410.22,409.01,2019-01-08
410.24,409.01,2019-01-09
410.26,409.02,2019-01-10
410.29,409.03,2019-01-11
410.31,409.04,2019-01-12
410.33,409.04,2019-01-13
410.35,409.05,2019-01-14
410.37,409.06,2019-01-15
410.39,409.06,2019-01-16
410.41,409.07,2019-01-17
410.43,409.08,2019-01-18
410.45,409.09,2019-01-19
410.47,409.09,2019-01-20
410.49,409.1,2019-01-21
410.51,409.11,2019-01-22
410.53,409.11,2019-01-23
410.55,409.12,2019-01-24
410.57,409.13,2019-01-25
410.59,409.14,2019-01-26
410.61,409.14,2019-01-27
410.63,409.15,2019-01-28
410.64,409.16,2019-01-29
410.66,409.16,2019-01-30
410.68,409.17,2019-01-31
410.7,409.18,2019-02-01
410.71,409.19,2019-02-02
410.73,409.19,2019-02-03
410.75,409.2,2019-02-04
410.76,409.21,2019-02-05
410.78,409.21,2019-02-06
410.8,409.22,2019-02-07
410.81,409.23,2019-02-08
410.83,409.24,2019-02-09
410.84,409.24,2019-02-10
410.86,409.25,2019-02-11
410.87,409.26,2019-02-12
410.88,409.26,2019-02-13
410.9,409.27,2019-02-14
410.91,409.28,2019-02-15
410.92,409.29,2019-02-16
410.94,409.29,2019-02-17
410.95,409.3,2019-02-18
410.96,409.31,2019-02-19
410.97,409.32,2019-02-20
410.98,409.32,2019-02-21
410.99,409.33,2019-02-22
411.0,409.34,2019-02-23
411.01,409.34,2019-02-24
411.02,409.35,2019-02-25
411.03,409.36,2019-02-26
411.04,409.37,2019-02-27
411.05,409.37,2019-02-28
411.06,409.38,2019-03-01
411.07,409.39,2019-03-02
411.08,409.4,2019-03-03
411.09,409.4,2019-03-04
411.1,409.41,2019-03-05
411.11,409.42,2019-03-06
411.11,409.42,2019-03-07
411.12,409.43,2019-03-08
411.13,409.44,2019-03-09
411.14,409.45,2019-03-10
411.15,409.45,2019-03-11
411.16,409.46,2019-03-12
411.17,409.47,2019-03-13
411.18,409.48,2019-03-14
411.19,409.48,2019-03-15
411.2,409.49,2019-03-16
411.2,409.5,2019-03-17
411.21,409.5,2019-03-18
411.23,409.51,2019-03-19
411.24,409.52,2019-03-20
411.25,409.53,2019-03-21
411.26,409.53,2019-03-22
411.27,409.54,2019-03-23
411.28,409.55,2019-03-24
411.29,409.56,2019-03-25
411.31,409.56,2019-03-26
411.32,409.57,2019-03-27
411.33,409.58,2019-03-28
411.35,409.59,2019-03-29
411.36,409.59,2019-03-30
411.38,409.6,2019-03-31
411.39,409.61,2019-04-01
411.41,409.61,2019-04-02
411.42,409.62,2019-04-03
411.44,409.63,2019-04-04
411.46,409.64,2019-04-05
411.48,409.64,2019-04-06
411.49,409.65,2019-04-07
411.51,409.66,2019-04-08
411.53,409.67,2019-04-09
411.55,409.67,2019-04-10
411.57,409.68,2019-04-11
411.59,409.69,2019-04-12
411.61,409.7,2019-04-13
411.63,409.7,2019-04-14
411.65,409.71,2019-04-15
411.67,409.72,2019-04-16
411.69,409.73,2019-04-17
411.71,409.73,2019-04-18
411.73,409.74,2019-04-19
411.75,409.75,2019-04-20
411.77,409.76,2019-04-21
411.79,409.76,2019-04-22
411.81,409.77,2019-04-23
411.83,409.78,2019-04-24
411.85,409.79,2019-04-25
411.87,409.79,2019-04-26
411.89,409.8,2019-04-27
411.91,409.81,2019-04-28
411.93,409.81,2019-04-29
411.94,409.82,2019-04-30
411.96,409.83,2019-05-01
411.98,409.84,2019-05-02
411.99,409.84,2019-05-03
412.01,409.85,2019-05-04
412.02,409.86,2019-05-05
412.03,409.87,2019-05-06
412.04,409.87,2019-05-07
412.05,409.88,2019-05-08
412.06,409.89,2019-05-09
412.07,409.9,2019-05-10
412.08,409.9,2019-05-11
412.08,409.91,2019-05-12
412.08,409.92,2019-05-13
412.09,409.93,2019-05-14
412.09,409.93,2019-05-15
412.08,409.94,2019-05-16
412.08,409.95,2019-05-17
412.08,409.96,2019-05-18
412.07,409.96,2019-05-19
412.06,409.97,2019-05-20
412.05,409.98,2019-05-21
412.04,409.99,2019-05-22
412.02,409.99,2019-05-23
412.01,410.0,2019-05-24
411.99,410.01,2019-05-25
411.97,410.02,2019-05-26
411.94,410.02,2019-05-27
411.92,410.03,2019-05-28
411.89,410.04,2019-05-29
411.86,410.05,2019-05-30
411.83,410.05,2019-05-31
411.79,410.06,2019-06-01
411.76,410.07,2019-06-02
411.72,410.08,2019-06-03
411.68,410.08,2019-06-04
411.63,410.09,2019-06-05
411.59,410.1,2019-06-06
411.54,410.11,2019-06-07
411.49,410.11,2019-06-08
411.44,410.12,2019-06-09
411.38,410.13,2019-06-10
411.33,410.14,2019-06-11
411.27,410.14,2019-06-12
411.21,410.15,2019-06-13
411.14,410.16,2019-06-14
411.08,410.17,2019-06-15
411.01,410.17,2019-06-16
410.95,410.18,2019-06-17
410.88,410.19,2019-06-18
410.8,410.2,2019-06-19
410.73,410.2,2019-06-20
410.66,410.21,2019-06-21
410.58,410.22,2019-06-22
410.5,410.23,2019-06-23
410.43,410.23,2019-06-24
410.35,410.24,2019-06-25
410.26,410.25,2019-06-26
410.18,410.26,2019-06-27
410.1,410.26,2019-06-28
410.02,410.27,2019-06-29
409.93,410.28,2019-06-30
409.85,410.29,2019-07-01
409.77,410.29,2019-07-02
409.68,410.3,2019-07-03
409.6,410.31,2019-07-04
409.51,410.32,2019-07-05
409.43,410.32,2019-07-06
409.34,410.33,2019-07-07
409.26,410.34,2019-07-08
409.18,410.35,2019-07-09
409.09,410.36,2019-07-10
409.01,410.36,2019-07-11
408.93,410.37,2019-07-12
408.85,410.38,2019-07-13
408.77,410.39,2019-07-14
408.69,410.39,2019-07-15
408.61,410.4,2019-07-16
408.54,410.41,2019-07-17
408.46,410.42,2019-07-18
408.39,410.42,2019-07-19
408.32,410.43,2019-07-20
408.25,410.44,2019-07-21
408.18,410.45,2019-07-22
408.11,410.45,2019-07-23
408.05,410.46,2019-07-24
407.99,410.47,2019-07-25
407.93,410.48,2019-07-26
407.87,410.48,2019-07-27
407.81,410.49,2019-07-28
407.76,410.5,2019-07-29
407.71,410.51,2019-07-30
407.66,410.51,2019-07-31
407.61,410.52,2019-08-01
407.57,410.53,2019-08-02
407.52,410.54,2019-08-03
407.48,410.54,2019-08-04
407.45,410.55,2019-08-05
407.41,410.56,2019-08-06
407.38,410.57,2019-08-07
407.35,410.57,2019-08-08
407.32,410.58,2019-08-09
407.3,410.59,2019-08-10
407.27,410.6,2019-08-11
407.25,410.6,2019-08-12
407.24,410.61,2019-08-13
407.22,410.62,2019-08-14
407.21,410.63,2019-08-15
407.2,410.63,2019-08-16
407.19,410.64,2019-08-17
407.18,410.65,2019-08-18
407.18,410.66,2019-08-19
407.18,410.66,2019-08-20
407.18,410.67,2019-08-21
407.18,410.68,2019-08-22
407.18,410.69,2019-08-23
407.19,410.69,2019-08-24
407.2,410.7,2019-08-25
407.21,410.71,2019-08-26
407.22,410.72,2019-08-27
407.24,410.72,2019-08-28
407.26,410.73,2019-08-29
407.27,410.74,2019-08-30
407.29,410.75,2019-08-31
407.32,410.75,2019-09-01
407.34,410.76,2019-09-02
407.36,410.77,2019-09-03
407.39,410.78,2019-09-04
407.42,410.78,2019-09-05
407.45,410.79,2019-09-06
407.48,410.8,2019-09-07
407.51,410.81,2019-09-08
407.55,410.81,2019-09-09
407.58,410.82,2019-09-10
407.62,410.83,2019-09-11
407.66,410.84,2019-09-12
407.69,410.84,2019-09-13
407.73,410.85,2019-09-14
407.77,410.86,2019-09-15
407.82,410.87,2019-09-16
407.86,410.87,2019-09-17
407.9,410.88,2019-09-18
407.95,410.89,2019-09-19
407.99,410.9,2019-09-20
408.04,410.9,2019-09-21
408.09,410.91,2019-09-22
408.13,410.92,2019-09-23
408.18,410.92,2019-09-24
408.23,410.93,2019-09-25
408.28,410.94,2019-09-26
408.33,410.95,2019-09-27
408.38,410.95,2019-09-28
408.44,410.96,2019-09-29
408.49,410.97,2019-09-30
408.54,410.98,2019-10-01
408.59,410.98,2019-10-02
408.65,410.99,2019-10-03
408.7,411.0,2019-10-04
408.76,411.01,2019-10-05
408.81,411.01,2019-10-06
408.87,411.02,2019-10-07
408.92,411.03,2019-10-08
408.98,411.04,2019-10-09
409.04,411.04,2019-10-10
409.09,411.05,2019-10-11
409.15,411.06,2019-10-12
409.21,411.07,2019-10-13
409.26,411.07,2019-10-14
409.32,411.08,2019-10-15
409.38,411.09,2019-10-16
409.43,411.09,2019-10-17
409.49,411.1,2019-10-18
409.55,411.11,2019-10-19
409.61,411.12,2019-10-20
409.66,411.12,2019-10-21
409.72,411.13,2019-10-22
409.78,411.14,2019-10-23
409.83,411.15,2019-10-24
409.89,411.15,2019-10-25
409.94,411.16,2019-10-26
410.0,411.17,2019-10-27
410.06,411.17,2019-10-28
410.11,411.18,2019-10-29
410.16,411.19,2019-10-30
410.22,411.2,2019-10-31
410.27,411.2,2019-11-01
410.33,411.21,2019-11-02
410.38,411.22,2019-11-03
410.43,411.23,2019-11-04
410.48,411.23,2019-11-05
410.53,411.24,2019-11-06
410.58,411.25,2019-11-07
410.64,411.25,2019-11-08
410.68,411.26,2019-11-09
410.73,411.27,2019-11-10
410.78,411.28,2019-11-11
410.83,411.28,2019-11-12
410.88,411.29,2019-11-13
410.92,411.3,2019-11-14
410.97,411.3,2019-11-15
411.02,411.31,2019-11-16
411.06,411.32,2019-11-17
411.1,411.33,2019-11-18
411.15,411.33,2019-11-19
411.19,411.34,2019-11-20
411.23,411.35,2019-11-21
411.28,411.35,2019-11-22
411.32,411.36,2019-11-23
411.36,411.37,2019-11-24
411.4,411.38,2019-11-25
411.44,411.38,2019-11-26
411.48,411.39,2019-11-27
411.52,411.4,2019-11-28
411.56,411.4,2019-11-29
411.6,411.41,2019-11-30
411.64,411.42,2019-12-01
411.67,411.43,2019-12-02
411.71,411.43,2019-12-03
411.75,411.44,2019-12-04
411.79,411.45,2019-12-05
411.82,411.45,2019-12-06
411.86,411.46,2019-12-07
411.9,411.47,2019-12-08
411.93,411.48,2019-12-09
411.97,411.48,2019-12-10
412.01,411.49,2019-12-11
412.04,411.5,2019-12-12
412.08,411.5,2019-12-13
412.12,411.51,2019-12-14
412.15,411.52,2019-12-15
412.19,411.52,2019-12-16
412.23,411.53,2019-12-17
412.26,411.54,2019-12-18
412.3,411.54,2019-12-19
412.33,411.55,2019-12-20
412.37,411.56,2019-12-21
412.41,411.57,2019-12-22
412.44,411.57,2019-12-23
412.48,411.58,2019-12-24
412.52,411.59,2019-12-25
412.55,411.59,2019-12-26
412.59,411.6,2019-12-27
412.62,411.61,2019-12-28
412.66,411.61,2019-12-29
412.7,411.62,2019-12-30
412.73,411.63,2019-12-31
412.77,411.63,2020-01-01
412.8,411.64,2020-01-02
412.84,411.65,2020-01-03
412.87,411.66,2020-01-04
412.91,411.66,2020-01-05
412.94,411.67,2020-01-06
412.97,411.68,2020-01-07
413.01,411.68,2020-01-08
413.04,411.69,2020-01-09
413.07,411.7,2020-01-10
413.1,411.7,2020-01-11
413.14,411.71,2020-01-12
413.17,411.72,2020-01-13
413.2,411.72,2020-01-14
413.22,411.73,2020-01-15
413.25,411.74,2020-01-16
413.28,411.74,2020-01-17
413.31,411.75,2020-01-18
413.34,411.76,2020-01-19
413.36,411.76,2020-01-20
413.39,411.77,2020-01-21
413.41,411.78,2020-01-22
413.43,411.78,2020-01-23
413.45,411.79,2020-01-24
413.48,411.8,2020-01-25
413.5,411.8,2020-01-26
413.52,411.81,2020-01-27
413.53,411.82,2020-01-28
413.55,411.82,2020-01-29
413.57,411.83,2020-01-30
413.58,411.84,2020-01-31
413.6,411.84,2020-02-01
413.61,411.85,2020-02-02
413.63,411.86,2020-02-03
413.64,411.86,2020-02-04
413.65,411.87,2020-02-05
413.66,411.88,2020-02-06
413.67,411.88,2020-02-07
413.68,411.89,2020-02-08
413.69,411.9,2020-02-09
413.7,411.9,2020-02-10
413.71,411.91,2020-02-11
413.71,411.92,2020-02-12
413.72,411.92,2020-02-13
413.73,411.93,2020-02-14
413.73,411.94,2020-02-15
413.74,411.94,2020-02-16
413.74,411.95,2020-02-17
413.74,411.96,2020-02-18
413.75,411.96,2020-02-19
413.75,411.97,2020-02-20
413.76,411.98,2020-02-21
413.76,411.98,2020-02-22
413.76,411.99,2020-02-23
413.77,411.99,2020-02-24
413.77,412.0,2020-02-25
413.77,412.01,2020-02-26
413.78,412.01,2020-02-27
413.78,412.02,2020-02-28
413.79,412.03,2020-02-29
413.79,412.03,2020-03-01
413.8,412.04,2020-03-02
413.8,412.05,2020-03-03
413.81,412.05,2020-03-04
413.81,412.06,2020-03-05
413.82,412.07,2020-03-06
413.82,412.07,2020-03-07
413.83,412.08,2020-03-08
413.84,412.08,2020-03-09
413.85,412.09,2020-03-10
413.85,412.1,2020-03-11
413.86,412.1,2020-03-12
413.87,412.11,2020-03-13
413.88,412.12,2020-03-14
413.89,412.12,2020-03-15
413.9,412.13,2020-03-16
413.91,412.13,2020-03-17
413.93,412.14,2020-03-18
413.94,412.15,2020-03-19
413.95,412.15,2020-03-20
413.96,412.16,2020-03-21
413.98,412.17,2020-03-22
413.99,412.17,2020-03-23
414.0,412.18,2020-03-24
414.02,412.19,2020-03-25
414.03,412.19,2020-03-26
414.05,412.2,2020-03-27
414.06,412.2,2020-03-28
414.08,412.21,2020-03-29
414.09,412.22,2020-03-30
414.11,412.22,2020-03-31
414.12,412.23,2020-04-01
414.14,412.23,2020-04-02
414.15,412.24,2020-04-03
414.17,412.25,2020-04-04
414.19,412.25,2020-04-05
414.2,412.26,2020-04-06
414.22,412.27,2020-04-07
414.23,412.27,2020-04-08
414.25,412.28,2020-04-09
414.26,412.28,2020-04-10
414.28,412.29,2020-04-11
414.29,412.3,2020-04-12
414.31,412.3,2020-04-13
414.32,412.31,2020-04-14
414.34,412.31,2020-04-15
414.35,412.32,2020-04-16
414.36,412.33,2020-04-17
414.38,412.33,2020-04-18
414.39,412.34,2020-04-19
414.4,412.35,2020-04-20
414.41,412.35,2020-04-21
414.42,412.36,2020-04-22
414.43,412.36,2020-04-23
414.44,412.37,2020-04-24
414.45,412.38,2020-04-25
414.46,412.38,2020-04-26
414.47,412.39,2020-04-27
414.48,412.39,2020-04-28
414.49,412.4,2020-04-29
414.49,412.41,2020-04-30
414.5,412.41,2020-05-01
414.5,412.42,2020-05-02
414.51,412.42,2020-05-03
414.51,412.43,2020-05-04
414.51,412.44,2020-05-05
414.52,412.44,2020-05-06
414.52,412.45,2020-05-07
414.52,412.45,2020-05-08
414.52,412.46,2020-05-09
414.51,412.47,2020-05-10
414.51,412.47,2020-05-11
414.51,412.48,2020-05-12
414.5,412.48,2020-05-13
414.5,412.49,2020-05-14
414.49,412.5,2020-05-15
414.48,412.5,2020-05-16
414.47,412.51,2020-05-17
414.46,412.51,2020-05-18
414.45,412.52,2020-05-19
414.44,412.52,2020-05-20
414.43,412.53,2020-05-21
414.41,412.54,2020-05-22
414.39,412.54,2020-05-23
414.37,412.55,2020-05-24
414.36,412.55,2020-05-25
414.33,412.56,2020-05-26
414.31,412.57,2020-05-27
414.29,412.57,2020-05-28
414.26,412.58,2020-05-29
414.23,412.58,2020-05-30
414.21,412.59,2020-05-31
414.17,412.6,2020-06-01
414.14,412.6,2020-06-02
414.11,412.61,2020-06-03
414.07,412.61,2020-06-04
414.03,412.62,2020-06-05
413.99,412.62,2020-06-06
413.95,412.63,2020-06-07
413.91,412.64,2020-06-08
413.86,412.64,2020-06-09
413.82,412.65,2020-06-10
413.77,412.65,2020-06-11
413.72,412.66,2020-06-12
413.67,412.66,2020-06-13
413.61,412.67,2020-06-14
413.55,412.68,2020-06-15
413.5,412.68,2020-06-16
413.44,412.69,2020-06-17
413.37,412.69,2020-06-18
413.31,412.7,2020-06-19
413.24,412.71,2020-06-20
413.18,412.71,2020-06-21
413.11,412.72,2020-06-22
413.04,412.72,2020-06-23
412.96,412.73,2020-06-24
412.89,412.73,2020-06-25
412.81,412.74,2020-06-26
412.74,412.75,2020-06-27
412.66,412.75,2020-06-28
412.58,412.76,2020-06-29
412.5,412.76,2020-06-30
412.42,412.77,2020-07-01
412.33,412.77,2020-07-02
412.25,412.78,2020-07-03
412.16,412.79,2020-07-04
412.08,412.79,2020-07-05
411.99,412.8,2020-07-06
411.91,412.8,2020-07-07
411.82,412.81,2020-07-08
411.73,412.81,2020-07-09
411.64,412.82,2020-07-10
411.55,412.83,2020-07-11
411.47,412.83,2020-07-12
411.38,412.84,2020-07-13
411.29,412.84,2020-07-14
411.2,412.85,2020-07-15
411.11,412.85,2020-07-16
411.03,412.86,2020-07-17
410.94,412.87,2020-07-18
410.85,412.87,2020-07-19
410.77,412.88,2020-07-20
410.68,412.88,2020-07-21
410.6,412.89,2020-07-22
410.52,412.89,2020-07-23
410.44,412.9,2020-07-24
410.36,412.91,2020-07-25
410.28,412.91,2020-07-26
410.21,412.92,2020-07-27
410.14,412.92,2020-07-28
410.06,412.93,2020-07-29
409.99,412.93,2020-07-30
409.93,412.94,2020-07-31
409.86,412.94,2020-08-01
409.8,412.95,2020-08-02
409.74,412.96,2020-08-03
409.68,412.96,2020-08-04
409.62,412.97,2020-08-05
409.57,412.97,2020-08-06
409.52,412.98,2020-08-07
409.47,412.98,2020-08-08
409.42,412.99,2020-08-09
409.38,413.0,2020-08-10
409.34,413.0,2020-08-11
409.3,413.01,2020-08-12
409.27,413.01,2020-08-13
409.24,413.02,2020-08-14
409.21,413.02,2020-08-15
409.18,413.03,2020-08-16
409.16,413.04,2020-08-17
409.14,413.04,2020-08-18
409.13,413.05,2020-08-19
409.12,413.05,2020-08-20
409.11,413.06,2020-08-21
409.1,413.06,2020-08-22
409.1,413.07,2020-08-23
409.1,413.07,2020-08-24
409.1,413.08,2020-08-25
409.11,413.09,2020-08-26
409.11,413.09,2020-08-27
409.13,413.1,2020-08-28
409.14,413.1,2020-08-29
409.16,413.11,2020-08-30
409.18,413.11,2020-08-31
409.2,413.12,2020-09-01
409.23,413.13,2020-09-02
409.26,413.13,2020-09-03
409.29,413.14,2020-09-04
409.33,413.14,2020-09-05
409.36,413.15,2020-09-06
409.4,413.15,2020-09-07
409.44,413.16,2020-09-08
409.49,413.17,2020-09-09
409.53,413.17,2020-09-10
409.58,413.18,2020-09-11
409.63,413.18,2020-09-12
409.69,413.19,2020-09-13
409.74,413.19,2020-09-14
409.8,413.2,2020-09-15
409.86,413.2,2020-09-16
409.92,413.21,2020-09-17
409.98,413.22,2020-09-18
410.04,413.22,2020-09-19
410.11,413.23,2020-09-20
410.17,413.23,2020-09-21
410.24,413.24,2020-09-22
410.31,413.24,2020-09-23
410.38,413.25,2020-09-24
410.45,413.26,2020-09-25
410.52,413.26,2020-09-26
410.59,413.27,2020-09-27
410.66,413.27,2020-09-28
410.74,413.28,2020-09-29
410.81,413.28,2020-09-30
410.89,413.29,2020-10-01
410.96,413.3,2020-10-02
411.04,413.3,2020-10-03
411.11,413.31,2020-10-04
411.19,413.31,2020-10-05
411.27,413.32,2020-10-06
411.34,413.32,2020-10-07
411.42,413.33,2020-10-08
411.49,413.34,2020-10-09
411.57,413.34,2020-10-10
411.65,413.35,2020-10-11
411.72,413.35,2020-10-12
411.8,413.36,2020-10-13
411.87,413.36,2020-10-14
411.94,413.37,2020-10-15
412.02,413.38,2020-10-16
412.09,413.38,2020-10-17
412.16,413.39,2020-10-18
412.23,413.39,2020-10-19
412.3,413.4,2020-10-20
412.37,413.4,2020-10-21
412.44,413.41,2020-10-22
412.51,413.42,2020-10-23
412.57,413.42,2020-10-24
412.64,413.43,2020-10-25
412.7,413.43,2020-10-26
412.77,413.44,2020-10-27
412.83,413.44,2020-10-28
412.89,413.45,2020-10-29
412.95,413.46,2020-10-30
413.01,413.46,2020-10-31
413.07,413.47,2020-11-01
413.12,413.47,2020-11-02
413.18,413.48,2020-11-03
413.23,413.49,2020-11-04
413.29,413.49,2020-11-05
413.34,413.5,2020-11-06
413.39,413.5,2020-11-07
413.44,413.51,2020-11-08
413.48,413.51,2020-11-09
413.53,413.52,2020-11-10
413.57,413.53,2020-11-11
413.62,413.53,2020-11-12
413.66,413.54,2020-11-13
413.7,413.54,2020-11-14
413.74,413.55,2020-11-15
413.78,413.56,2020-11-16
413.82,413.56,2020-11-17
413.85,413.57,2020-11-18
413.89,413.57,2020-11-19
413.92,413.58,2020-11-20
413.95,413.58,2020-11-21
413.99,413.59,2020-11-22
414.02,413.6,2020-11-23
414.05,413.6,2020-11-24
414.07,413.61,2020-11-25
414.1,413.61,2020-11-26
414.13,413.62,2020-11-27
414.15,413.63,2020-11-28
414.18,413.63,2020-11-29
414.2,413.64,2020-11-30
414.23,413.64,2020-12-01
414.25,413.65,2020-12-02
414.27,413.66,2020-12-03
414.29,413.66,2020-12-04
414.31,413.67,2020-12-05
414.33,413.67,2020-12-06
414.35,413.68,2020-12-07
414.37,413.69,2020-12-08
414.38,413.69,2020-12-09
414.4,413.7,2020-12-10
414.42,413.7,2020-12-11
414.43,413.71,2020-12-12
414.45,413.72,2020-12-13
414.46,413.72,2020-12-14
414.48,413.73,2020-12-15
414.49,413.73,2020-12-16
414.51,413.74,2020-12-17
414.52,413.75,2020-12-18
414.54,413.75,2020-12-19
414.55,413.76,2020-12-20
414.57,413.76,2020-12-21
414.58,413.77,2020-12-22
414.6,413.78,2020-12-23
414.61,413.78,2020-12-24
414.63,413.79,2020-12-25
414.64,413.79,2020-12-26
414.65,413.8,2020-12-27
414.67,413.81,2020-12-28
414.68,413.81,2020-12-29
414.7,413.82,2020-12-30
414.72,413.83,2020-12-31
414.73,413.83,2021-01-01
414.75,413.84,2021-01-02
414.76,413.84,2021-01-03
414.78,413.85,2021-01-04
414.8,413.86,2021-01-05
414.82,413.86,2021-01-06
414.83,413.87,2021-01-07
414.85,413.87,2021-01-08
414.87,413.88,2021-01-09
414.89,413.89,2021-01-10
414.91,413.89,2021-01-11
414.93,413.9,2021-01-12
414.95,413.91,2021-01-13
414.97,413.91,2021-01-14
414.99,413.92,2021-01-15
415.02,413.92,2021-01-16
415.04,413.93,2021-01-17
415.06,413.94,2021-01-18
415.08,413.94,2021-01-19
415.11,413.95,2021-01-20
415.13,413.96,2021-01-21
415.15,413.96,2021-01-22
415.18,413.97,2021-01-23
415.2,413.97,2021-01-24
415.23,413.98,2021-01-25
415.25,413.99,2021-01-26
415.27,413.99,2021-01-27
415.3,414.0,2021-01-28
415.32,414.01,2021-01-29
415.35,414.01,2021-01-30
415.37,414.02,2021-01-31
415.4,414.02,2021-02-01
415.42,414.03,2021-02-02
415.45,414.04,2021-02-03
415.47,414.04,2021-02-04
415.5,414.05,2021-02-05
415.52,414.06,2021-02-06
415.55,414.06,2021-02-07
415.57,414.07,2021-02-08
415.6,414.08,2021-02-09
415.62,414.08,2021-02-10
415.64,414.09,2021-02-11
415.67,414.09,2021-02-12
415.69,414.1,2021-02-13
415.71,414.11,2021-02-14
415.73,414.11,2021-02-15
415.75,414.12,2021-02-16
415.77,414.13,2021-02-17
415.8,414.13,2021-02-18
415.81,414.14,2021-02-19
415.83,414.15,2021-02-20
415.85,414.15,2021-02-21
415.87,414.16,2021-02-22
415.89,414.17,2021-02-23
415.91,414.17,2021-02-24
415.92,414.18,2021-02-25
415.94,414.19,2021-02-26
415.95,414.19,2021-02-27
415.97,414.2,2021-02-28
415.98,414.2,2021-03-01
416.0,414.21,2021-03-02
416.01,414.22,2021-03-03
416.02,414.22,2021-03-04
416.03,414.23,2021-03-05
416.05,414.24,2021-03-06
416.06,414.24,2021-03-07
416.07,414.25,2021-03-08
416.08,414.26,2021-03-09
416.09,414.26,2021-03-10
416.1,414.27,2021-03-11
416.11,414.28,2021-03-12
416.11,414.28,2021-03-13
416.12,414.29,2021-03-14
416.13,414.3,2021-03-15
416.14,414.3,2021-03-16
416.15,414.31,2021-03-17
416.15,414.32,2021-03-18
416.16,414.32,2021-03-19
416.17,414.33,2021-03-20
416.18,414.34,2021-03-21
416.18,414.34,2021-03-22
416.19,414.35,2021-03-23
416.2,414.36,2021-03-24
416.21,414.36,2021-03-25
416.21,414.37,2021-03-26
416.22,414.38,2021-03-27
416.23,414.38,2021-03-28
416.24,414.39,2021-03-29
416.24,414.4,2021-03-30
416.25,414.4,2021-03-31
416.26,414.41,2021-04-01
416.27,414.42,2021-04-02
416.28,414.42,2021-04-03
416.29,414.43,2021-04-04
416.3,414.44,2021-04-05
416.31,414.44,2021-04-06
416.32,414.45,2021-04-07
416.33,414.46,2021-04-08
416.34,414.46,2021-04-09
416.36,414.47,2021-04-10
416.37,414.48,2021-04-11
416.38,414.48,2021-04-12
416.39,414.49,2021-04-13
416.41,414.5,2021-04-14
416.42,414.5,2021-04-15
416.43,414.51,2021-04-16
416.45,414.52,2021-04-17
416.46,414.53,2021-04-18
416.48,414.53,2021-04-19
416.49,414.54,2021-04-20
416.51,414.55,2021-04-21
416.52,414.55,2021-04-22
416.54,414.56,2021-04-23
416.55,414.57,2021-04-24
416.57,414.57,2021-04-25
416.58,414.58,2021-04-26
416.6,414.59,2021-04-27
416.61,414.59,2021-04-28
416.63,414.6,2021-04-29
416.64,414.61,2021-04-30
416.66,414.61,2021-05-01
416.67,414.62,2021-05-02
416.69,414.63,2021-05-03
416.7,414.63,2021-05-04
416.71,414.64,2021-05-05
416.72,414.65,2021-05-06
416.73,414.66,2021-05-07
416.74,414.66,2021-05-08
416.75,414.67,2021-05-09
416.76,414.68,2021-05-10
416.77,414.68,2021-05-11
416.78,414.69,2021-05-12
416.78,414.7,2021-05-13
416.79,414.7,2021-05-14
416.79,414.71,2021-05-15
416.79,414.72,2021-05-16
416.79,414.72,2021-05-17
416.79,414.73,2021-05-18
416.79,414.74,2021-05-19
416.78,414.74,2021-05-20
416.78,414.75,2021-05-21
416.77,414.76,2021-05-22
416.76,414.77,2021-05-23
416.75,414.77,2021-05-24
416.74,414.78,2021-05-25
416.72,414.79,2021-05-26
416.7,414.79,2021-05-27
